customer_ID,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,gender,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
770,no checking,12,other existing credit,radio/tv,1655.0,less than 100,more than 7 years,2,male,none,4.0,real estate,63,none,own,2,unskilled resident,1.0,yes,yes,good
771,0,24,existing paid,used car,2812.0,no known savings,more than 7 years,2,female,none,4.0,real estate,26,none,rent,1,skilled,1.0,none,yes,good
772,0,36,critical,education,8065.0,less than 100,less than 4 years,3,female,none,2.0,no known property,25,none,own,2,high qualif/self emp/mgmt,1.0,yes,yes,bad
772,0,36,other existing credit,education,8065.0,less than 100,less than 4 years,3,female,none,2.0,no known property,25,none,own,2,high qualif/self emp/mgmt,1.0,yes,yes,bad
773,no checking,21,critical,used car,3275.0,less than 100,more than 7 years,1,male,none,4.0,car,36,none,own,1,high qualif/self emp/mgmt,1.0,yes,yes,good
773,no checking,21,other existing credit,used car,3275.0,less than 100,more than 7 years,1,male,none,4.0,car,36,none,own,1,high qualif/self emp/mgmt,1.0,yes,yes,good
774,no checking,24,critical,radio/tv,2223.0,less than 500,more than 7 years,4,male,none,4.0,life insurance,52,bank,own,2,skilled,1.0,none,yes,good
774,no checking,24,other existing credit,radio/tv,2223.0,less than 500,more than 7 years,4,male,none,4.0,life insurance,52,bank,own,2,skilled,1.0,none,yes,good
775,more than 200,12,critical,new car,1480.0,500<=Xless than 1000,unemployed,2,male,none,4.0,no known property,66,bank,for free,3,unemp/unskilled non res,1.0,none,yes,good
775,more than 200,12,other existing credit,new car,1480.0,500<=Xless than 1000,unemployed,2,male,none,4.0,no known property,66,bank,for free,3,unemp/unskilled non res,1.0,none,yes,good
776,0,24,existing paid,new car,1371.0,no known savings,less than 4 years,4,female,none,4.0,real estate,25,none,rent,1,skilled,1.0,none,yes,bad
777,no checking,36,critical,new car,3535.0,less than 100,less than 7 years,4,male,none,4.0,car,37,none,own,2,skilled,1.0,yes,yes,good
777,no checking,36,other existing credit,new car,3535.0,less than 100,less than 7 years,4,male,none,4.0,car,37,none,own,2,skilled,1.0,yes,yes,good
778,0,18,existing paid,radio/tv,3509.0,less than 100,less than 7 years,4,female,guarantor,1.0,real estate,25,none,own,1,skilled,1.0,none,yes,good
779,no checking,36,critical,used car,5711.0,more than 1000,more than 7 years,4,male,none,2.0,car,38,none,own,2,high qualif/self emp/mgmt,1.0,yes,yes,good
779,no checking,36,other existing credit,used car,5711.0,more than 1000,more than 7 years,4,male,none,2.0,car,38,none,own,2,high qualif/self emp/mgmt,1.0,yes,yes,good
780,less than 200,18,existing paid,repairs,3872.0,less than 100,unemployed,2,female,none,4.0,car,67,none,own,1,skilled,1.0,yes,yes,good
781,less than 200,39,critical,radio/tv,4933.0,less than 100,less than 7 years,2,male,guarantor,2.0,real estate,25,none,own,2,skilled,1.0,none,yes,bad
781,less than 200,39,other existing credit,radio/tv,4933.0,less than 100,less than 7 years,2,male,guarantor,2.0,real estate,25,none,own,2,skilled,1.0,none,yes,bad
782,no checking,24,critical,new car,1940.0,more than 1000,more than 7 years,4,male,none,4.0,real estate,60,none,own,1,skilled,1.0,yes,yes,good
782,no checking,24,other existing credit,new car,1940.0,more than 1000,more than 7 years,4,male,none,4.0,real estate,60,none,own,1,skilled,1.0,yes,yes,good
783,less than 200,12,no credits,retraining,1410.0,less than 100,less than 4 years,2,male,none,2.0,real estate,31,none,own,1,unskilled resident,1.0,yes,yes,good
783,less than 200,12,all paid,retraining,1410.0,less than 100,less than 4 years,2,male,none,2.0,real estate,31,none,own,1,unskilled resident,1.0,yes,yes,good
784,less than 200,12,existing paid,new car,836.0,less than 500,less than a year,4,female,none,2.0,life insurance,23,bank,own,1,unskilled resident,1.0,none,yes,bad
785,less than 200,20,existing paid,used car,6468.0,no known savings,unemployed,1,male,none,4.0,real estate,60,none,own,1,high qualif/self emp/mgmt,1.0,yes,yes,good
786,less than 200,18,existing paid,business,1941.0,more than 1000,less than 4 years,4,male,none,2.0,life insurance,35,none,own,1,unskilled resident,1.0,yes,yes,good
787,no checking,22,existing paid,radio/tv,2675.0,500<=Xless than 1000,more than 7 years,3,male,none,4.0,car,40,none,own,1,skilled,1.0,none,yes,good
788,no checking,48,critical,used car,2751.0,no known savings,more than 7 years,4,male,none,3.0,car,38,none,own,2,skilled,2.0,yes,yes,good
788,no checking,48,other existing credit,used car,2751.0,no known savings,more than 7 years,4,male,none,3.0,car,38,none,own,2,skilled,2.0,yes,yes,good
789,less than 200,48,delayed previously,education,6224.0,less than 100,more than 7 years,4,male,none,4.0,no known property,50,none,for free,1,skilled,1.0,none,yes,bad
790,0,40,critical,education,5998.0,less than 100,less than 4 years,4,male,none,3.0,no known property,27,bank,own,1,skilled,1.0,yes,yes,bad
790,0,40,other existing credit,education,5998.0,less than 100,less than 4 years,4,male,none,3.0,no known property,27,bank,own,1,skilled,1.0,yes,yes,bad
791,less than 200,21,existing paid,business,1188.0,less than 100,more than 7 years,2,female,none,4.0,life insurance,39,none,own,1,skilled,2.0,none,yes,bad
792,no checking,24,existing paid,used car,6313.0,no known savings,more than 7 years,3,male,none,4.0,car,41,none,own,1,high qualif/self emp/mgmt,2.0,yes,yes,good
793,no checking,6,critical,furniture/equipment,1221.0,no known savings,less than 4 years,1,male,none,2.0,life insurance,27,none,own,2,skilled,1.0,none,yes,good
793,no checking,6,other existing credit,furniture/equipment,1221.0,no known savings,less than 4 years,1,male,none,2.0,life insurance,27,none,own,2,skilled,1.0,none,yes,good
794,more than 200,24,existing paid,furniture/equipment,2892.0,less than 100,more than 7 years,3,male,none,4.0,no known property,51,none,for free,1,skilled,1.0,none,yes,good
795,no checking,24,existing paid,furniture/equipment,3062.0,500<=Xless than 1000,more than 7 years,4,male,none,3.0,no known property,32,none,rent,1,skilled,1.0,yes,yes,good
796,no checking,9,existing paid,furniture/equipment,2301.0,less than 500,less than a year,2,female,none,4.0,life insurance,22,none,rent,1,skilled,1.0,none,yes,good
797,0,18,existing paid,used car,7511.0,no known savings,more than 7 years,1,male,none,4.0,life insurance,51,none,for free,1,skilled,2.0,yes,yes,bad
798,no checking,12,critical,furniture/equipment,1258.0,less than 100,less than a year,2,female,none,4.0,life insurance,22,none,rent,2,unskilled resident,1.0,none,yes,good
798,no checking,12,other existing credit,furniture/equipment,1258.0,less than 100,less than a year,2,female,none,4.0,life insurance,22,none,rent,2,unskilled resident,1.0,none,yes,good
799,no checking,24,delayed previously,new car,717.0,no known savings,more than 7 years,4,male,none,4.0,car,54,none,own,2,skilled,1.0,yes,yes,good
800,less than 200,9,existing paid,new car,1549.0,no known savings,less than a year,4,male,none,2.0,real estate,35,none,own,1,unemp/unskilled non res,1.0,none,yes,good
801,no checking,24,critical,education,1597.0,less than 100,more than 7 years,4,male,none,4.0,no known property,54,none,for free,2,skilled,2.0,none,yes,good
801,no checking,24,other existing credit,education,1597.0,less than 100,more than 7 years,4,male,none,4.0,no known property,54,none,for free,2,skilled,2.0,none,yes,good
802,less than 200,18,critical,radio/tv,1795.0,less than 100,more than 7 years,3,female,guarantor,4.0,real estate,48,bank,rent,2,unskilled resident,1.0,yes,yes,good
802,less than 200,18,other existing credit,radio/tv,1795.0,less than 100,more than 7 years,3,female,guarantor,4.0,real estate,48,bank,rent,2,unskilled resident,1.0,yes,yes,good
803,0,20,critical,furniture/equipment,4272.0,less than 100,more than 7 years,1,female,none,4.0,life insurance,24,none,own,2,skilled,1.0,none,yes,good
803,0,20,other existing credit,furniture/equipment,4272.0,less than 100,more than 7 years,1,female,none,4.0,life insurance,24,none,own,2,skilled,1.0,none,yes,good
804,no checking,12,critical,radio/tv,976.0,no known savings,more than 7 years,4,male,none,4.0,car,35,none,own,2,skilled,1.0,none,yes,good
804,no checking,12,other existing credit,radio/tv,976.0,no known savings,more than 7 years,4,male,none,4.0,car,35,none,own,2,skilled,1.0,none,yes,good
805,less than 200,12,existing paid,new car,7472.0,no known savings,unemployed,1,female,none,2.0,real estate,24,none,rent,1,unemp/unskilled non res,1.0,none,yes,good
806,0,36,existing paid,new car,9271.0,less than 100,less than 7 years,2,male,none,1.0,car,24,none,own,1,skilled,1.0,yes,yes,bad
807,less than 200,6,existing paid,radio/tv,590.0,less than 100,less than a year,3,male,none,3.0,real estate,26,none,own,1,unskilled resident,1.0,none,no,good
808,no checking,12,critical,radio/tv,930.0,no known savings,more than 7 years,4,male,none,4.0,real estate,65,none,own,4,skilled,1.0,none,yes,good
808,no checking,12,other existing credit,radio/tv,930.0,no known savings,more than 7 years,4,male,none,4.0,real estate,65,none,own,4,skilled,1.0,none,yes,good
809,less than 200,42,all paid,used car,9283.0,less than 100,unemployed,1,male,none,2.0,no known property,55,bank,for free,1,high qualif/self emp/mgmt,1.0,yes,yes,good
810,less than 200,15,no credits,new car,1778.0,less than 100,less than a year,2,female,none,1.0,real estate,26,none,rent,2,unemp/unskilled non res,1.0,none,yes,bad
810,less than 200,15,all paid,new car,1778.0,less than 100,less than a year,2,female,none,1.0,real estate,26,none,rent,2,unemp/unskilled non res,1.0,none,yes,bad
811,less than 200,8,existing paid,business,907.0,less than 100,less than a year,3,male,none,2.0,real estate,26,none,own,1,skilled,1.0,yes,yes,good
812,less than 200,6,existing paid,radio/tv,484.0,less than 100,less than 7 years,3,male,guarantor,3.0,real estate,28,bank,own,1,unskilled resident,1.0,none,yes,good
813,0,36,critical,used car,9629.0,less than 100,less than 7 years,4,male,none,4.0,car,24,none,own,2,skilled,1.0,yes,yes,bad
813,0,36,other existing credit,used car,9629.0,less than 100,less than 7 years,4,male,none,4.0,car,24,none,own,2,skilled,1.0,yes,yes,bad
814,0,48,existing paid,domestic appliance,3051.0,less than 100,less than 4 years,3,male,none,4.0,car,54,none,own,1,skilled,1.0,none,yes,bad
815,0,48,existing paid,new car,3931.0,less than 100,less than 7 years,4,male,none,4.0,no known property,46,none,for free,1,skilled,2.0,none,yes,bad
816,less than 200,36,delayed previously,new car,7432.0,less than 100,less than 4 years,2,female,none,2.0,life insurance,54,none,rent,1,skilled,1.0,none,yes,good
817,no checking,6,existing paid,domestic appliance,1338.0,500<=Xless than 1000,less than 4 years,1,male,none,4.0,real estate,62,none,own,1,skilled,1.0,none,yes,good
818,no checking,6,critical,radio/tv,1554.0,less than 100,less than 7 years,1,female,none,2.0,car,24,none,rent,2,skilled,1.0,yes,yes,good
818,no checking,6,other existing credit,radio/tv,1554.0,less than 100,less than 7 years,1,female,none,2.0,car,24,none,rent,2,skilled,1.0,yes,yes,good
819,0,36,existing paid,other,15857.0,less than 100,unemployed,2,male,co applicant,3.0,car,43,none,own,1,high qualif/self emp/mgmt,1.0,none,yes,good
820,0,18,existing paid,radio/tv,1345.0,less than 100,less than 4 years,4,male,none,3.0,real estate,26,bank,own,1,skilled,1.0,none,yes,bad
821,no checking,12,existing paid,new car,1101.0,less than 100,less than 4 years,3,male,none,2.0,real estate,27,none,own,2,skilled,1.0,yes,yes,good
822,more than 200,12,existing paid,radio/tv,3016.0,less than 100,less than 4 years,3,male,none,1.0,car,24,none,own,1,skilled,1.0,none,yes,good
823,0,36,existing paid,furniture/equipment,2712.0,less than 100,more than 7 years,2,male,none,2.0,life insurance,41,bank,own,1,skilled,2.0,none,yes,bad
824,0,8,critical,new car,731.0,less than 100,more than 7 years,4,male,none,4.0,real estate,47,none,own,2,unskilled resident,1.0,none,yes,good
824,0,8,other existing credit,new car,731.0,less than 100,more than 7 years,4,male,none,4.0,real estate,47,none,own,2,unskilled resident,1.0,none,yes,good
825,no checking,18,critical,furniture/equipment,3780.0,less than 100,less than a year,3,male,none,2.0,car,35,none,own,2,high qualif/self emp/mgmt,1.0,yes,yes,good
825,no checking,18,other existing credit,furniture/equipment,3780.0,less than 100,less than a year,3,male,none,2.0,car,35,none,own,2,high qualif/self emp/mgmt,1.0,yes,yes,good
826,0,21,critical,new car,1602.0,less than 100,more than 7 years,4,male,none,3.0,car,30,none,own,2,skilled,1.0,yes,yes,good
826,0,21,other existing credit,new car,1602.0,less than 100,more than 7 years,4,male,none,3.0,car,30,none,own,2,skilled,1.0,yes,yes,good
827,0,18,critical,new car,3966.0,less than 100,more than 7 years,1,female,none,4.0,real estate,33,bank,rent,3,skilled,1.0,yes,yes,bad
827,0,18,other existing credit,new car,3966.0,less than 100,more than 7 years,1,female,none,4.0,real estate,33,bank,rent,3,skilled,1.0,yes,yes,bad
828,no checking,18,no credits,business,4165.0,less than 100,less than 4 years,2,male,none,2.0,car,36,stores,own,2,skilled,2.0,none,yes,bad
828,no checking,18,all paid,business,4165.0,less than 100,less than 4 years,2,male,none,2.0,car,36,stores,own,2,skilled,2.0,none,yes,bad
829,0,36,existing paid,used car,8335.0,no known savings,more than 7 years,3,male,none,4.0,no known property,47,none,for free,1,skilled,1.0,none,yes,bad
830,less than 200,48,delayed previously,business,6681.0,no known savings,less than 4 years,4,male,none,4.0,no known property,38,none,for free,1,skilled,2.0,yes,yes,good
831,no checking,24,delayed previously,business,2375.0,500<=Xless than 1000,less than 4 years,4,male,none,2.0,car,44,none,own,2,skilled,2.0,yes,yes,good
832,0,18,existing paid,new car,1216.0,less than 100,less than a year,4,female,none,3.0,car,23,none,rent,1,skilled,1.0,yes,yes,bad
833,0,45,no credits,business,11816.0,less than 100,more than 7 years,2,male,none,4.0,car,29,none,rent,2,skilled,1.0,none,yes,bad
833,0,45,all paid,business,11816.0,less than 100,more than 7 years,2,male,none,4.0,car,29,none,rent,2,skilled,1.0,none,yes,bad
834,less than 200,24,existing paid,radio/tv,5084.0,no known savings,more than 7 years,2,female,none,4.0,car,42,none,own,1,skilled,1.0,yes,yes,good
835,more than 200,15,existing paid,radio/tv,2327.0,less than 100,less than a year,2,female,none,3.0,real estate,25,none,own,1,unskilled resident,1.0,none,yes,bad
836,0,12,no credits,new car,1082.0,less than 100,less than 4 years,4,male,none,4.0,car,48,bank,own,2,skilled,1.0,none,yes,bad
836,0,12,all paid,new car,1082.0,less than 100,less than 4 years,4,male,none,4.0,car,48,bank,own,2,skilled,1.0,none,yes,bad
837,no checking,12,existing paid,radio/tv,886.0,no known savings,less than 4 years,4,female,none,2.0,car,21,none,own,1,skilled,1.0,none,yes,good
838,no checking,4,existing paid,furniture/equipment,601.0,less than 100,less than a year,1,female,none,3.0,real estate,23,none,rent,1,unskilled resident,2.0,none,yes,good
839,0,24,critical,used car,2957.0,less than 100,more than 7 years,4,male,none,4.0,life insurance,63,none,own,2,skilled,1.0,yes,yes,good
839,0,24,other existing credit,used car,2957.0,less than 100,more than 7 years,4,male,none,4.0,life insurance,63,none,own,2,skilled,1.0,yes,yes,good
840,no checking,24,critical,radio/tv,2611.0,less than 100,more than 7 years,4,male,co applicant,3.0,real estate,46,none,own,2,skilled,1.0,none,yes,good
840,no checking,24,other existing credit,radio/tv,2611.0,less than 100,more than 7 years,4,male,co applicant,3.0,real estate,46,none,own,2,skilled,1.0,none,yes,good
841,0,36,existing paid,furniture/equipment,5179.0,less than 100,less than 7 years,4,male,none,2.0,life insurance,29,none,own,1,skilled,1.0,none,yes,bad
842,no checking,21,delayed previously,used car,2993.0,less than 100,less than 4 years,3,male,none,2.0,real estate,28,stores,own,2,unskilled resident,1.0,none,yes,good
843,no checking,18,existing paid,repairs,1943.0,less than 100,less than a year,4,female,none,4.0,real estate,23,none,own,1,skilled,1.0,none,yes,bad
844,no checking,24,all paid,business,1559.0,less than 100,less than 7 years,4,male,none,4.0,car,50,bank,own,1,skilled,1.0,yes,yes,good
845,no checking,18,existing paid,furniture/equipment,3422.0,less than 100,more than 7 years,4,male,none,4.0,life insurance,47,bank,own,3,skilled,2.0,yes,yes,good
846,less than 200,21,existing paid,furniture/equipment,3976.0,no known savings,less than 7 years,2,male,none,3.0,car,35,none,own,1,skilled,1.0,yes,yes,good
847,no checking,18,existing paid,new car,6761.0,no known savings,less than 4 years,2,male,none,4.0,car,68,none,rent,2,skilled,1.0,none,yes,bad
848,no checking,24,existing paid,new car,1249.0,less than 100,less than a year,4,male,none,2.0,real estate,28,none,own,1,skilled,1.0,none,yes,good
849,0,9,existing paid,radio/tv,1364.0,less than 100,less than 7 years,3,male,none,4.0,real estate,59,none,own,1,skilled,1.0,none,yes,good
850,0,12,existing paid,radio/tv,709.0,less than 100,more than 7 years,4,male,none,4.0,real estate,57,stores,own,1,unskilled resident,1.0,none,yes,bad
851,0,20,critical,new car,2235.0,less than 100,less than 4 years,4,male,guarantor,2.0,life insurance,33,bank,rent,2,skilled,1.0,none,no,bad
851,0,20,other existing credit,new car,2235.0,less than 100,less than 4 years,4,male,guarantor,2.0,life insurance,33,bank,rent,2,skilled,1.0,none,no,bad
852,no checking,24,critical,used car,4042.0,no known savings,less than 7 years,3,male,none,4.0,life insurance,43,none,own,2,skilled,1.0,yes,yes,good
852,no checking,24,other existing credit,used car,4042.0,no known savings,less than 7 years,3,male,none,4.0,life insurance,43,none,own,2,skilled,1.0,yes,yes,good
853,no checking,15,critical,radio/tv,1471.0,less than 100,less than 4 years,4,male,none,4.0,no known property,35,none,for free,2,skilled,1.0,yes,yes,good
853,no checking,15,other existing credit,radio/tv,1471.0,less than 100,less than 4 years,4,male,none,4.0,no known property,35,none,for free,2,skilled,1.0,yes,yes,good
854,0,18,all paid,new car,1442.0,less than 100,less than 7 years,4,male,none,4.0,no known property,32,none,for free,2,unskilled resident,2.0,none,yes,bad
855,no checking,36,delayed previously,new car,10875.0,less than 100,more than 7 years,2,male,none,2.0,car,45,none,own,2,skilled,2.0,yes,yes,good
856,no checking,24,existing paid,new car,1474.0,less than 500,less than a year,4,male,none,3.0,real estate,33,none,own,1,skilled,1.0,yes,yes,good
857,no checking,10,existing paid,retraining,894.0,no known savings,less than 7 years,4,female,none,3.0,life insurance,40,none,own,1,skilled,1.0,yes,yes,good
858,no checking,15,critical,furniture/equipment,3343.0,less than 100,less than 4 years,4,male,none,2.0,no known property,28,none,for free,1,skilled,1.0,yes,yes,good
858,no checking,15,other existing credit,furniture/equipment,3343.0,less than 100,less than 4 years,4,male,none,2.0,no known property,28,none,for free,1,skilled,1.0,yes,yes,good
859,0,15,existing paid,new car,3959.0,less than 100,less than 4 years,3,female,none,2.0,life insurance,29,none,own,1,skilled,1.0,yes,yes,bad
860,no checking,9,existing paid,new car,3577.0,less than 500,less than 4 years,1,male,guarantor,2.0,real estate,26,none,rent,1,skilled,2.0,none,no,good
861,no checking,24,critical,used car,5804.0,more than 1000,less than 4 years,4,male,none,2.0,real estate,27,none,own,2,skilled,1.0,none,yes,good
861,no checking,24,other existing credit,used car,5804.0,more than 1000,less than 4 years,4,male,none,2.0,real estate,27,none,own,2,skilled,1.0,none,yes,good
862,no checking,18,delayed previously,business,2169.0,less than 100,less than 4 years,4,male,none,2.0,car,28,none,own,1,skilled,1.0,yes,yes,bad
863,0,24,existing paid,radio/tv,2439.0,less than 100,less than a year,4,female,none,4.0,real estate,35,none,own,1,skilled,1.0,yes,yes,bad
864,no checking,27,critical,furniture/equipment,4526.0,more than 1000,less than a year,4,male,none,2.0,real estate,32,stores,own,2,unskilled resident,2.0,yes,yes,good
864,no checking,27,other existing credit,furniture/equipment,4526.0,more than 1000,less than a year,4,male,none,2.0,real estate,32,stores,own,2,unskilled resident,2.0,yes,yes,good
865,no checking,10,existing paid,furniture/equipment,2210.0,less than 100,less than 4 years,2,male,none,2.0,real estate,25,bank,rent,1,unskilled resident,1.0,none,yes,bad
866,no checking,15,existing paid,furniture/equipment,2221.0,500<=Xless than 1000,less than 4 years,2,female,none,4.0,car,20,none,rent,1,skilled,1.0,none,yes,good
867,0,18,existing paid,radio/tv,2389.0,less than 100,less than a year,4,female,none,1.0,car,27,stores,own,1,skilled,1.0,none,yes,good
868,no checking,12,critical,furniture/equipment,3331.0,less than 100,more than 7 years,2,male,none,4.0,life insurance,42,stores,own,1,skilled,1.0,none,yes,good
868,no checking,12,other existing credit,furniture/equipment,3331.0,less than 100,more than 7 years,2,male,none,4.0,life insurance,42,stores,own,1,skilled,1.0,none,yes,good
869,no checking,36,existing paid,business,7409.0,no known savings,more than 7 years,3,male,none,2.0,life insurance,37,none,own,2,skilled,1.0,none,yes,good
870,0,12,existing paid,furniture/equipment,652.0,less than 100,more than 7 years,4,female,none,4.0,life insurance,24,none,rent,1,skilled,1.0,none,yes,good
871,no checking,36,delayed previously,furniture/equipment,7678.0,500<=Xless than 1000,less than 7 years,2,female,none,4.0,car,40,none,own,2,skilled,1.0,yes,yes,good
872,more than 200,6,critical,new car,1343.0,less than 100,more than 7 years,1,male,none,4.0,real estate,46,none,own,2,skilled,2.0,none,no,good
872,more than 200,6,other existing credit,new car,1343.0,less than 100,more than 7 years,1,male,none,4.0,real estate,46,none,own,2,skilled,2.0,none,no,good
873,0,24,critical,business,1382.0,less than 500,less than 7 years,4,male,none,1.0,real estate,26,none,own,2,skilled,1.0,yes,yes,good
873,0,24,other existing credit,business,1382.0,less than 500,less than 7 years,4,male,none,1.0,real estate,26,none,own,2,skilled,1.0,yes,yes,good
874,no checking,15,existing paid,domestic appliance,874.0,no known savings,less than a year,4,female,none,1.0,real estate,24,none,own,1,skilled,1.0,none,yes,good
875,0,12,existing paid,furniture/equipment,3590.0,less than 100,less than 4 years,2,male,co applicant,2.0,life insurance,29,none,own,1,unskilled resident,2.0,none,yes,good
876,less than 200,11,critical,new car,1322.0,more than 1000,less than 4 years,4,female,none,4.0,car,40,none,own,2,skilled,1.0,none,yes,good
876,less than 200,11,other existing credit,new car,1322.0,more than 1000,less than 4 years,4,female,none,4.0,car,40,none,own,2,skilled,1.0,none,yes,good
877,0,18,all paid,radio/tv,1940.0,less than 100,less than a year,3,male,co applicant,4.0,no known property,36,bank,for free,1,high qualif/self emp/mgmt,1.0,yes,yes,good
878,no checking,36,existing paid,radio/tv,3595.0,less than 100,more than 7 years,4,male,none,2.0,car,28,none,own,1,skilled,1.0,none,yes,good
879,0,9,existing paid,new car,1422.0,less than 100,less than a year,3,male,none,2.0,no known property,27,none,for free,1,high qualif/self emp/mgmt,1.0,yes,yes,bad
880,no checking,30,critical,radio/tv,6742.0,no known savings,less than 7 years,2,male,none,3.0,life insurance,36,none,own,2,skilled,1.0,none,yes,good
880,no checking,30,other existing credit,radio/tv,6742.0,no known savings,less than 7 years,2,male,none,3.0,life insurance,36,none,own,2,skilled,1.0,none,yes,good
881,no checking,24,existing paid,used car,7814.0,less than 100,less than 7 years,3,male,none,3.0,car,38,none,own,1,high qualif/self emp/mgmt,1.0,yes,yes,good
882,no checking,24,existing paid,used car,9277.0,no known savings,less than 4 years,2,male,none,4.0,no known property,48,none,for free,1,skilled,1.0,yes,yes,good
883,less than 200,30,critical,new car,2181.0,no known savings,more than 7 years,4,male,none,4.0,real estate,36,none,own,2,skilled,1.0,none,yes,good
883,less than 200,30,other existing credit,new car,2181.0,no known savings,more than 7 years,4,male,none,4.0,real estate,36,none,own,2,skilled,1.0,none,yes,good
884,no checking,18,critical,radio/tv,1098.0,less than 100,unemployed,4,female,none,4.0,car,65,none,own,2,unemp/unskilled non res,1.0,none,yes,good
884,no checking,18,other existing credit,radio/tv,1098.0,less than 100,unemployed,4,female,none,4.0,car,65,none,own,2,unemp/unskilled non res,1.0,none,yes,good
885,less than 200,24,existing paid,furniture/equipment,4057.0,less than 100,less than 7 years,3,male,none,3.0,car,43,none,own,1,skilled,1.0,yes,yes,bad
886,0,12,existing paid,education,795.0,less than 100,less than a year,4,female,none,4.0,life insurance,53,none,own,1,skilled,1.0,none,yes,bad
887,less than 200,24,critical,business,2825.0,no known savings,less than 7 years,4,male,none,3.0,no known property,34,none,own,2,skilled,2.0,yes,yes,good
887,less than 200,24,other existing credit,business,2825.0,no known savings,less than 7 years,4,male,none,3.0,no known property,34,none,own,2,skilled,2.0,yes,yes,good
888,less than 200,48,existing paid,business,15672.0,less than 100,less than 4 years,2,male,none,2.0,car,23,none,own,1,skilled,1.0,yes,yes,bad
889,no checking,36,critical,new car,6614.0,less than 100,more than 7 years,4,male,none,4.0,car,34,none,own,2,high qualif/self emp/mgmt,1.0,yes,yes,good
889,no checking,36,other existing credit,new car,6614.0,less than 100,more than 7 years,4,male,none,4.0,car,34,none,own,2,high qualif/self emp/mgmt,1.0,yes,yes,good
890,no checking,28,all paid,used car,7824.0,no known savings,less than a year,3,male,guarantor,4.0,real estate,40,bank,rent,2,skilled,2.0,yes,yes,good
891,0,27,critical,business,2442.0,less than 100,more than 7 years,4,male,none,4.0,car,43,stores,own,4,high qualif/self emp/mgmt,2.0,yes,yes,good
891,0,27,other existing credit,business,2442.0,less than 100,more than 7 years,4,male,none,4.0,car,43,stores,own,4,high qualif/self emp/mgmt,2.0,yes,yes,good
892,no checking,15,critical,radio/tv,1829.0,less than 100,more than 7 years,4,male,none,4.0,car,46,none,own,2,skilled,1.0,yes,yes,good
892,no checking,15,other existing credit,radio/tv,1829.0,less than 100,more than 7 years,4,male,none,4.0,car,46,none,own,2,skilled,1.0,yes,yes,good
893,0,12,critical,new car,2171.0,less than 100,less than 4 years,4,male,none,4.0,life insurance,38,bank,own,2,unskilled resident,1.0,none,no,good
893,0,12,other existing credit,new car,2171.0,less than 100,less than 4 years,4,male,none,4.0,life insurance,38,bank,own,2,unskilled resident,1.0,none,no,good
894,less than 200,36,critical,used car,5800.0,less than 100,less than 4 years,3,male,none,4.0,car,34,none,own,2,skilled,1.0,yes,yes,good
894,less than 200,36,other existing credit,used car,5800.0,less than 100,less than 4 years,3,male,none,4.0,car,34,none,own,2,skilled,1.0,yes,yes,good
895,no checking,18,critical,radio/tv,1169.0,no known savings,less than 4 years,4,male,none,3.0,life insurance,29,none,own,2,skilled,1.0,yes,yes,good
895,no checking,18,other existing credit,radio/tv,1169.0,no known savings,less than 4 years,4,male,none,3.0,life insurance,29,none,own,2,skilled,1.0,yes,yes,good
896,no checking,36,delayed previously,used car,8947.0,no known savings,less than 7 years,3,male,none,2.0,car,31,stores,own,1,high qualif/self emp/mgmt,2.0,yes,yes,good
897,0,21,existing paid,radio/tv,2606.0,less than 100,less than a year,4,female,none,4.0,life insurance,28,none,rent,1,high qualif/self emp/mgmt,1.0,yes,yes,good
898,no checking,12,critical,furniture/equipment,1592.0,more than 1000,less than 7 years,3,female,none,2.0,life insurance,35,none,own,1,skilled,1.0,none,no,good
898,no checking,12,other existing credit,furniture/equipment,1592.0,more than 1000,less than 7 years,3,female,none,2.0,life insurance,35,none,own,1,skilled,1.0,none,no,good
899,no checking,15,existing paid,furniture/equipment,2186.0,no known savings,less than 7 years,1,female,none,4.0,real estate,33,bank,rent,1,unskilled resident,1.0,none,yes,good
900,0,18,existing paid,furniture/equipment,4153.0,less than 100,less than 4 years,2,male,co applicant,3.0,car,42,none,own,1,skilled,1.0,none,yes,bad
901,0,16,critical,new car,2625.0,less than 100,more than 7 years,2,male,guarantor,4.0,life insurance,43,bank,rent,1,skilled,1.0,yes,yes,bad
901,0,16,other existing credit,new car,2625.0,less than 100,more than 7 years,2,male,guarantor,4.0,life insurance,43,bank,rent,1,skilled,1.0,yes,yes,bad
902,no checking,20,critical,new car,3485.0,no known savings,less than a year,2,male,none,4.0,real estate,44,none,own,2,skilled,1.0,yes,yes,good
902,no checking,20,other existing credit,new car,3485.0,no known savings,less than a year,2,male,none,4.0,real estate,44,none,own,2,skilled,1.0,yes,yes,good
903,no checking,36,critical,used car,10477.0,no known savings,more than 7 years,2,male,none,4.0,no known property,42,none,for free,2,skilled,1.0,none,yes,good
903,no checking,36,other existing credit,used car,10477.0,no known savings,more than 7 years,2,male,none,4.0,no known property,42,none,for free,2,skilled,1.0,none,yes,good
904,no checking,15,existing paid,radio/tv,1386.0,no known savings,less than 4 years,4,male,none,2.0,real estate,40,none,rent,1,skilled,1.0,yes,yes,good
